pdb,ligand_file,chembl_id,tanimoto_index
3up2,3uo4_ligand_similar_229,CHEMBL1475083,0.619835
3up2,3uo4_ligand_similar_286,CHEMBL250340,0.604839
3up2,3up2_ligand_similar_322,CHEMBL1258694,0.601626
3up2,3up2_ligand_similar_176,CHEMBL1258693,0.625
3up2,3myg_ligand_similar_22,CHEMBL1271414,0.918033
3up2,3e5a_ligand_similar_101,CHEMBL3617732,0.617143
3up2,3myg_ligand_similar_136,CHEMBL1801104,0.611111
3up2,3myg_ligand_similar_76,CHEMBL1801100,0.772222
3up2,3myg_ligand_similar_115,CHEMBL1801109,0.694175
3up2,3up2_ligand_similar_111,CHEMBL523490,0.637931
3up2,2wtv_ligand_similar_35,CHEMBL43112,0.742222
3up2,2wtv_ligand_similar_5,CHEMBL296578,0.919048
3up2,3up2_ligand_similar_258,CHEMBL1921803,0.610687
3up2,3myg_ligand_similar_14,CHEMBL1739678,0.932203
3up2,3myg_ligand_similar_15,CHEMBL1739677,0.932203
3up2,3myg_ligand_similar_46,CHEMBL1739676,0.887097
3up2,3uo4_ligand_similar_143,CHEMBL1964519,0.65
3up2,3myg_ligand_similar_69,CHEMBL1801111,0.806283
3up2,3myg_ligand_similar_68,CHEMBL1801112,0.813559
3up2,3e5a_ligand_similar_103,CHEMBL4083590,0.615385
3up2,3up2_ligand_similar_38,CHEMBL3939640,0.671533
3up2,3uo4_ligand_similar_244,CHEMBL501471,0.616667
3up2,3up2_ligand_similar_210,CHEMBL3941724,0.619403
3up2,3uo4_ligand_similar_65,CHEMBL256306,0.696429
3up2,3uo4_ligand_similar_275,CHEMBL4102502,0.606838
3up2,3uo4_ligand_similar_39,CHEMBL92508,0.72
3up2,3up2_ligand_similar_195,CHEMBL3402371,0.621849
3up2,3uo4_ligand_similar_278,CHEMBL3402374,0.605505
3up2,3uo4_ligand_similar_55,CHEMBL244793,0.702703
3up2,3e5a_ligand_similar_45,CHEMBL559900,0.700637
3up2,3e5a_ligand_similar_63,CHEMBL552033,0.654971
3up2,3uo4_ligand_similar_290,CHEMBL1427617,0.60396
3up2,3e5a_ligand_similar_106,CHEMBL1822495,0.613636
3up2,3up2_ligand_similar_281,CHEMBL3402380,0.606299
3up2,3e5a_ligand_similar_92,CHEMBL1822494,0.62439
3up2,3up2_ligand_similar_305,CHEMBL3402382,0.603175
3up2,3uo4_ligand_similar_132,CHEMBL231482,0.655172
3up2,3up2_ligand_similar_267,CHEMBL490944,0.608696
3up2,3e5a_ligand_similar_39,CHEMBL4061551,0.715116
3up2,3e5a_ligand_similar_89,CHEMBL1822492,0.629108
3up2,3e5a_ligand_similar_71,CHEMBL1822490,0.644144
3up2,3uo4_ligand_similar_264,CHEMBL92968,0.61
3up2,3e5a_ligand_similar_68,CHEMBL1822485,0.650246
3up2,3uo4_ligand_similar_32,CHEMBL394870,0.726415
3up2,3e5a_ligand_similar_114,CHEMBL1822489,0.607759
3up2,3e5a_ligand_similar_102,CHEMBL1822487,0.615721
3up2,3uo4_ligand_similar_66,CHEMBL2170600,0.695652
3up2,3up2_ligand_similar_320,CHEMBL3402358,0.601626
3up2,3up2_ligand_similar_227,CHEMBL3402359,0.616667
3up2,3uo4_ligand_similar_203,CHEMBL1240552,0.582734
3up2,3up2_ligand_similar_253,CHEMBL3933058,0.61194
3up2,3uo4_ligand_similar_27,CHEMBL3916557,0.735849
3up2,3uo4_ligand_similar_204,CHEMBL3402362,0.627273
3up2,2wtv_ligand_similar_3,CHEMBL3586468,0.971963
3up2,3uo4_ligand_similar_171,CHEMBL3402367,0.642202
3up2,3up2_ligand_similar_51,CHEMBL3402369,0.661157
3up2,3uo4_ligand_similar_107,CHEMBL1242740,0.618321
3up2,3uo4_ligand_similar_43,CHEMBL256987,0.717949
3up2,3up2_ligand_similar_106,CHEMBL522598,0.639098
3up2,3up2_ligand_similar_112,CHEMBL3905871,0.637795
3up2,3uo4_ligand_similar_114,CHEMBL399064,0.661017
3up2,2wtv_ligand_similar_18,CHEMBL43572,0.819048
3up2,3e5a_ligand_similar_80,CHEMBL564290,0.634286
3up2,3up2_ligand_similar_109,CHEMBL489912,0.638462
3up2,3uo4_ligand_similar_291,CHEMBL489915,0.60396
3up2,3uo4_ligand_similar_135,CHEMBL1533853,0.654545
3up2,3uo4_ligand_similar_92,CHEMBL390256,0.678261
3up2,3myg_ligand_similar_129,CHEMBL2022712,0.657371
3up2,3myg_ligand_similar_118,CHEMBL2022710,0.690377
3up2,3myg_ligand_similar_125,CHEMBL2022713,0.668016
3up2,3uo4_ligand_similar_35,CHEMBL430201,0.722222
3up2,3uo4_ligand_similar_49,CHEMBL243088,0.709091
3up2,3up2_ligand_similar_203,CHEMBL3943505,0.62
3up2,3up2_ligand_similar_193,CHEMBL1921995,0.622047
3up2,3e5a_ligand_similar_7,CHEMBL485186,0.973684
3up2,3myg_ligand_similar_97,CHEMBL2022709,0.708155
3up2,3up2_ligand_similar_192,CHEMBL1921997,0.622047
3up2,3up2_ligand_similar_156,CHEMBL3920829,0.627907
3up2,3myg_ligand_similar_89,CHEMBL1800086,0.73057
3up2,3uo4_ligand_similar_153,CHEMBL95046,0.648148
3up2,3uo4_ligand_similar_164,CHEMBL1985153,0.644628
3up2,3e5a_ligand_similar_34,CHEMBL560630,0.735632
3up2,3up2_ligand_similar_29,CHEMBL490712,0.679104
3up2,2wtv_ligand_similar_43,CHEMBL1993603,0.64
3up2,3up2_ligand_similar_239,CHEMBL3952412,0.614815
3up2,3uo4_ligand_similar_234,CHEMBL1242465,0.574468
3up2,3up2_ligand_similar_90,CHEMBL533990,0.644628
3up2,3up2_ligand_similar_241,CHEMBL490738,0.614815
3up2,3e5a_ligand_similar_1,CHEMBL572878,1
3up2,3uo4_ligand_similar_78,CHEMBL2170587,0.685185
3up2,3uo4_ligand_similar_179,CHEMBL2170588,0.637931
3up2,3myg_ligand_similar_108,CHEMBL1801129,0.691542
3up2,3uo4_ligand_similar_249,CHEMBL547442,0.614035
3up2,3uo4_ligand_similar_52,CHEMBL1515355,0.705882
3up2,3up2_ligand_similar_309,CHEMBL1921989,0.603053
3up2,3myg_ligand_similar_51,CHEMBL1739611,0.882353
3up2,3up2_ligand_similar_161,CHEMBL1921988,0.626984
3up2,3uo4_ligand_similar_257,CHEMBL545963,0.612403
3up2,3uo4_ligand_similar_71,CHEMBL244580,0.690265
3up2,3myg_ligand_similar_114,CHEMBL1801130,0.695
3up2,3uo4_ligand_similar_288,CHEMBL248707,0.604651
3up2,3uo4_ligand_similar_93,CHEMBL248706,0.678261
3up2,3up2_ligand_similar_71,CHEMBL3641770,0.651852
3up2,3up2_ligand_similar_276,CHEMBL3641776,0.606897
3up2,3up2_ligand_similar_62,CHEMBL3641775,0.656716
3up2,3up2_ligand_similar_315,CHEMBL3641768,0.60274
3up2,3myg_ligand_similar_66,CHEMBL1270796,0.839286
3up2,3myg_ligand_similar_88,CHEMBL1270795,0.731579
3up2,3uo4_ligand_similar_214,CHEMBL3220493,0.623077
3up2,3up2_ligand_similar_301,CHEMBL3220497,0.604027
3up2,3uo4_ligand_similar_235,CHEMBL3818637,0.618182
3up2,3uo4_ligand_similar_88,CHEMBL429053,0.68
3up2,3uo4_ligand_similar_9,CHEMBL2170598,0.770833
3up2,3uo4_ligand_similar_10,CHEMBL2170597,0.770833
3up2,3uo4_ligand_similar_18,CHEMBL2170599,0.747664
3up2,3uo4_ligand_similar_22,CHEMBL309975,0.742574
3up2,3uo4_ligand_similar_25,CHEMBL2170593,0.738318
3up2,3myg_ligand_similar_63,CHEMBL1270300,0.852792
3up2,3e5a_ligand_similar_41,CHEMBL557279,0.712644
3up2,3up2_ligand_similar_105,CHEMBL3896932,0.639098
3up2,3e5a_ligand_similar_56,CHEMBL4077434,0.661017
3up2,2wtv_ligand_similar_39,CHEMBL42951,0.723684
3up2,3up2_ligand_similar_213,CHEMBL548102,0.619403
3up2,3uo4_ligand_similar_225,CHEMBL3966220,0.62069
3up2,3up2_ligand_similar_14,CHEMBL100664,0.702479
3up2,3myg_ligand_similar_133,CHEMBL2022124,0.638462
3up2,3up2_ligand_similar_18,CHEMBL527255,0.646259
3up2,3myg_ligand_similar_126,CHEMBL2022367,0.668016
3up2,3myg_ligand_similar_77,CHEMBL2022117,0.771028
3up2,3myg_ligand_similar_86,CHEMBL2022119,0.740088
3up2,3myg_ligand_similar_25,CHEMBL1270996,0.916667
3up2,3e5a_ligand_similar_23,CHEMBL4080426,0.798851
3up2,3e5a_ligand_similar_15,CHEMBL4064167,0.86875
3up2,3e5a_ligand_similar_29,CHEMBL4105556,0.763975
3up2,3up2_ligand_similar_113,CHEMBL3641792,0.637681
3up2,3up2_ligand_similar_293,CHEMBL527230,0.604839
3up2,3myg_ligand_similar_90,CHEMBL2022379,0.723684
3up2,3up2_ligand_similar_68,CHEMBL1946608,0.653226
3up2,3up2_ligand_similar_173,CHEMBL3114025,0.625
3up2,3uo4_ligand_similar_253,CHEMBL4080645,0.612903
3up2,3up2_ligand_similar_151,CHEMBL3114029,0.629921
3up2,3e5a_ligand_similar_120,CHEMBL2163402,0.605381
3up2,2wtv_ligand_similar_7,CHEMBL41816,0.890476
3up2,3e5a_ligand_similar_104,CHEMBL2163406,0.614679
3up2,3myg_ligand_similar_117,CHEMBL2022374,0.690377
3up2,3myg_ligand_similar_94,CHEMBL2022372,0.711207
3up2,3myg_ligand_similar_119,CHEMBL2022377,0.6875
3up2,3up2_ligand_similar_20,CHEMBL3641787,0.691057
3up2,3myg_ligand_similar_124,CHEMBL2022369,0.67623
3up2,3uo4_ligand_similar_236,CHEMBL1700582,0.618182
3up2,3uo4_ligand_similar_202,CHEMBL2148035,0.628571
2pog,2pog_ligand_similar_2143,CHEMBL284076,0.621622
2pog,2pog_ligand_similar_2283,CHEMBL3581985,0.615385
2pog,2pog_ligand_similar_536,CHEMBL3581977,0.719008
2pog,2pog_ligand_similar_95,CHEMBL70625,0.792079
2pog,2pog_ligand_similar_141,CHEMBL467196,0.777778
2pog,1qkt_ligand_similar_1650,CHEMBL8087,0.637931
2pog,2pog_ligand_similar_2565,CHEMBL158347,0.604478
2pog,2pog_ligand_similar_41,CHEMBL3437595,0.834951
2pog,2pog_ligand_similar_4,CHEMBL234637,0.946809
2pog,1qkt_ligand_similar_2244,CHEMBL4075631,0.609756
2pog,2pog_ligand_similar_2440,CHEMBL4095230,0.609023
2pog,2pog_ligand_similar_1771,CHEMBL485050,0.638655
2pog,2pog_ligand_similar_716,CHEMBL485055,0.701613
2pog,2pog_ligand_similar_1568,CHEMBL15058,0.648649
2pog,2qe4_ligand_similar_1367,CHEMBL2398575,0.612403
2pog,2pog_ligand_similar_2289,CHEMBL510563,0.615385
2pog,1qkt_ligand_similar_2436,CHEMBL1651071,0.604651
2pog,2pog_ligand_similar_947,CHEMBL2236788,0.682171
2pog,1qkt_ligand_similar_1298,CHEMBL3303964,0.666667
2pog,2pog_ligand_similar_2612,CHEMBL3331173,0.601626
2pog,4mgd_ligand_similar_18,CHEMBL452151,0.74359
2pog,2qe4_ligand_similar_1448,CHEMBL3472018,0.609756
2pog,2pog_ligand_similar_1130,CHEMBL595422,0.669291
2pog,2pog_ligand_similar_635,CHEMBL3219366,0.705426
2pog,1qkt_ligand_similar_1047,CHEMBL1326204,0.697368
2pog,1qkt_ligand_similar_1606,CHEMBL2160201,0.640625
2pog,2pog_ligand_similar_2077,CHEMBL161077,0.624113
2pog,2qe4_ligand_similar_1638,CHEMBL469856,0.601351
2pog,2pog_ligand_similar_2569,CHEMBL108033,0.604167
2pog,1qkt_ligand_similar_2397,CHEMBL110334,0.606061
2pog,1qkt_ligand_similar_1836,CHEMBL3884883,0.625
2pog,1qkt_ligand_similar_2392,CHEMBL1099199,0.606061
2pog,1qkt_ligand_similar_1208,CHEMBL1270154,0.676923
2pog,2p15_ligand_similar_119,CHEMBL459445,0.617021
2pog,1qkt_ligand_similar_227,CHEMBL1627455,0.868852
2pog,2pog_ligand_similar_939,CHEMBL370641,0.68254
2pog,2pog_ligand_similar_1871,CHEMBL596693,0.634146
2pog,1qkt_ligand_similar_1630,CHEMBL1627465,0.638554
2pog,1qkt_ligand_similar_489,CHEMBL1627429,0.791045
2pog,1qkt_ligand_similar_810,CHEMBL1627422,0.736111
2pog,1qkt_ligand_similar_270,CHEMBL1627420,0.854839
2pog,2pog_ligand_similar_1518,CHEMBL204019,0.650485
2pog,1qkt_ligand_similar_2155,CHEMBL319383,0.614035
2pog,1qkt_ligand_similar_1097,CHEMBL1713935,0.688312
2pog,2pog_ligand_similar_1117,CHEMBL492012,0.669355
2pog,1qkt_ligand_similar_24,CHEMBL1627433,1
2pog,2pog_ligand_similar_356,CHEMBL161013,0.739496
2pog,2pog_ligand_similar_1930,CHEMBL1089729,0.630631
2pog,1qkt_ligand_similar_1339,CHEMBL404359,0.6625
2pog,2pog_ligand_similar_1000,CHEMBL476893,0.677966
2pog,2pog_ligand_similar_2064,CHEMBL2414345,0.624113
2pog,1qkt_ligand_similar_1127,CHEMBL228022,0.688312
2pog,2pog_ligand_similar_2576,CHEMBL1462855,0.603448
2pog,2pog_ligand_similar_2471,CHEMBL54688,0.608
2pog,1qkt_ligand_similar_2336,CHEMBL301160,0.607595
2pog,1qkt_ligand_similar_708,CHEMBL579214,0.754098
2pog,2pog_ligand_similar_307,CHEMBL1565567,0.744
2pog,2qe4_ligand_similar_887,CHEMBL1095585,0.636364
2pog,2pog_ligand_similar_1558,CHEMBL3401444,0.648855
2pog,1qkt_ligand_similar_440,CHEMBL1269940,0.8
2pog,2pog_ligand_similar_2278,CHEMBL1965315,0.616
2pog,2pog_ligand_similar_664,CHEMBL4086136,0.704
2pog,2pog_ligand_similar_2175,CHEMBL2386669,0.620155
2pog,4mgd_ligand_similar_175,CHEMBL481409,0.604167
2pog,2pog_ligand_similar_103,CHEMBL1370289,0.788991
2pog,2pog_ligand_similar_80,CHEMBL448821,0.794393
2pog,2pog_ligand_similar_1062,CHEMBL1969778,0.672566
2pog,1qkt_ligand_similar_2385,CHEMBL444472,0.606557
2pog,2pog_ligand_similar_2435,CHEMBL482761,0.609375
2pog,1qkt_ligand_similar_634,CHEMBL1362627,0.768116
2pog,1qkt_ligand_similar_1711,CHEMBL435530,0.634146
2pog,1qkt_ligand_similar_2327,CHEMBL427914,0.607595
2pog,1qkt_ligand_similar_1998,CHEMBL1627496,0.616279
2pog,2pog_ligand_similar_899,CHEMBL92138,0.68595
2pog,2pog_ligand_similar_421,CHEMBL508961,0.731092
2pog,1qkt_ligand_similar_99,CHEMBL3421880,0.928571
2pog,1qkt_ligand_similar_414,CHEMBL3421884,0.8125
2pog,1qkt_ligand_similar_323,CHEMBL241585,0.84127
2pog,1qkt_ligand_similar_260,CHEMBL1627570,0.854839
2pog,2pog_ligand_similar_92,CHEMBL126114,0.792079
2pog,1qkt_ligand_similar_952,CHEMBL1627585,0.706667
2pog,1qkt_ligand_similar_1178,CHEMBL3805064,0.679487
2pog,2pog_ligand_similar_2506,CHEMBL495847,0.606667
2pog,2pog_ligand_similar_2058,CHEMBL11203,0.625
2pog,2pog_ligand_similar_28,CHEMBL2409058,0.852941
2pog,1qkt_ligand_similar_1463,CHEMBL1078521,0.654321
2pog,2pog_ligand_similar_1023,CHEMBL517703,0.676923
2pog,1qkt_ligand_similar_894,CHEMBL1627543,0.716216
2pog,1qkt_ligand_similar_133,CHEMBL1627558,0.898305
2pog,1qkt_ligand_similar_1451,CHEMBL1627556,0.654321
2pog,4mgd_ligand_similar_97,CHEMBL1977724,0.644444
2pog,1qkt_ligand_similar_550,CHEMBL1627516,0.779412
2pog,2pog_ligand_similar_1334,CHEMBL270091,0.660714
2pog,2pog_ligand_similar_1288,CHEMBL1683645,0.66129
2pog,1qkt_ligand_similar_1733,CHEMBL2365795,0.631579
2pog,2pog_ligand_similar_538,CHEMBL1928774,0.719008
2pog,1qkt_ligand_similar_1775,CHEMBL2261553,0.630769
2pog,1qkt_ligand_similar_2075,CHEMBL2368841,0.615385
2pog,2pog_ligand_similar_1922,CHEMBL1923070,0.630769
2pog,2pog_ligand_similar_2221,CHEMBL121200,0.618644
2pog,2pog_ligand_similar_499,CHEMBL3233849,0.722689
2pog,2pog_ligand_similar_2135,CHEMBL498142,0.621849
2pog,2pog_ligand_similar_472,CHEMBL420310,0.726496
2pog,2pog_ligand_similar_751,CHEMBL594714,0.698276
2pog,2pog_ligand_similar_2540,CHEMBL480869,0.605634
2pog,2pog_ligand_similar_484,CHEMBL1224712,0.725
2pog,2pog_ligand_similar_1909,CHEMBL479870,0.632353
2pog,1qkt_ligand_similar_431,CHEMBL1628083,0.80303
2pog,2pog_ligand_similar_2562,CHEMBL153673,0.604478
2pog,1qkt_ligand_similar_913,CHEMBL3769707,0.714286
2pog,2pog_ligand_similar_2480,CHEMBL2042054,0.607477
2pog,2pog_ligand_similar_513,CHEMBL2042055,0.721649
2pog,2pog_ligand_similar_1464,CHEMBL423422,0.653226
2pog,1qkt_ligand_similar_2268,CHEMBL4079323,0.608696
2pog,2p15_ligand_similar_29,CHEMBL122509,0.72381
2pog,2pog_ligand_similar_796,CHEMBL402528,0.694215
2pog,2pog_ligand_similar_329,CHEMBL2348460,0.740741
2pog,2pog_ligand_similar_296,CHEMBL2348469,0.747664
2pog,2pog_ligand_similar_1827,CHEMBL1288934,0.636364
2pog,1qkt_ligand_similar_1222,CHEMBL2000018,0.675325
2pog,1qkt_ligand_similar_754,CHEMBL1835544,0.746479
2pog,2pog_ligand_similar_1686,CHEMBL504319,0.642336
2pog,2pog_ligand_similar_2005,CHEMBL1766622,0.627273
2pog,2pog_ligand_similar_474,CHEMBL1800859,0.725664
2pog,1qkt_ligand_similar_560,CHEMBL1627640,0.779412
2pog,1qkt_ligand_similar_2100,CHEMBL324505,0.615385
2pog,2pog_ligand_similar_496,CHEMBL1800844,0.723214
2pog,2pog_ligand_similar_2268,CHEMBL280404,0.616541
2pog,2pog_ligand_similar_1708,CHEMBL1087306,0.641791
2pog,2pog_ligand_similar_2493,CHEMBL221212,0.607143
2pog,2pog_ligand_similar_1719,CHEMBL509199,0.641667
2pog,1qkt_ligand_similar_1488,CHEMBL1950587,0.652174
2pog,1qkt_ligand_similar_1921,CHEMBL1950592,0.619718
2pog,1qkt_ligand_similar_2034,CHEMBL3275502,0.615385
2pog,1qkt_ligand_similar_2049,CHEMBL3275503,0.615385
2pog,1qkt_ligand_similar_2431,CHEMBL3331355,0.604938
2pog,2pog_ligand_similar_1833,CHEMBL1171852,0.636364
2pog,2pog_ligand_similar_1702,CHEMBL3945055,0.641791
2pog,2pog_ligand_similar_1629,CHEMBL88683,0.645455
2pog,2pog_ligand_similar_2524,CHEMBL3581096,0.606061
2pog,1qkt_ligand_similar_73,CHEMBL1232445,0.963636
2pog,1qkt_ligand_similar_1750,CHEMBL129075,0.631579
2pog,2pog_ligand_similar_707,CHEMBL332941,0.701754
2pog,2qe4_ligand_similar_612,CHEMBL500850,0.653846
2pog,2pog_ligand_similar_1090,CHEMBL458813,0.671875
2pog,1qkt_ligand_similar_1703,CHEMBL1813344,0.634146
2pog,1qkt_ligand_similar_92,CHEMBL1628137,0.929825
2pog,2pog_ligand_similar_2020,CHEMBL120643,0.626087
2pog,1qkt_ligand_similar_272,CHEMBL1628154,0.854839
2pog,2pog_ligand_similar_2111,CHEMBL457525,0.623188
2pog,1qkt_ligand_similar_1215,CHEMBL58059,0.676056
2pog,1qkt_ligand_similar_901,CHEMBL1628161,0.716216
2pog,2pog_ligand_similar_827,CHEMBL2431894,0.692913
2pog,1qkt_ligand_similar_782,CHEMBL462922,0.740741
2pog,1qkt_ligand_similar_751,CHEMBL1628106,0.746479
2pog,1qkt_ligand_similar_1798,CHEMBL462920,0.628571
2pog,2pog_ligand_similar_2046,CHEMBL1896531,0.625
2pog,1qkt_ligand_similar_2279,CHEMBL3277320,0.608108
2pog,2pog_ligand_similar_1260,CHEMBL450916,0.661654
2pog,1qkt_ligand_similar_1439,CHEMBL1628118,0.654321
2pog,2pog_ligand_similar_1377,CHEMBL1171037,0.65812
2pog,2pog_ligand_similar_2622,CHEMBL74953,0.601562
2pog,2pog_ligand_similar_934,CHEMBL2205297,0.68254
2pog,2pog_ligand_similar_1015,CHEMBL1512440,0.677165
2pog,2p15_ligand_similar_116,CHEMBL1997513,0.618321
2pog,1qkt_ligand_similar_2258,CHEMBL1627765,0.609195
2pog,1qkt_ligand_similar_618,CHEMBL1627773,0.768116
2pog,2pog_ligand_similar_1919,CHEMBL66161,0.631579
2pog,1qkt_ligand_similar_1002,CHEMBL462748,0.702703
2pog,1qkt_ligand_similar_1303,CHEMBL3305368,0.666667
2pog,2pog_ligand_similar_691,CHEMBL3808772,0.702479
2pog,1qkt_ligand_similar_325,CHEMBL240089,0.84127
2pog,1qkt_ligand_similar_1171,CHEMBL562184,0.681159
2pog,2pog_ligand_similar_1153,CHEMBL1425525,0.666667
2pog,1qkt_ligand_similar_824,CHEMBL22549,0.731343
2pog,1qkt_ligand_similar_1105,CHEMBL1627748,0.688312
2pog,1qkt_ligand_similar_307,CHEMBL1627745,0.84127
2pog,2pog_ligand_similar_369,CHEMBL1800364,0.736364
2pog,1qkt_ligand_similar_2079,CHEMBL1906791,0.615385
2pog,1qkt_ligand_similar_144,CHEMBL1812314,0.898305
2pog,1qkt_ligand_similar_1699,CHEMBL2374044,0.634146
2pog,1qkt_ligand_similar_426,CHEMBL1627705,0.80303
2pog,1qkt_ligand_similar_85,CHEMBL1627714,0.946429
2pog,1qkt_ligand_similar_164,CHEMBL1627718,0.883333
2pog,2pog_ligand_similar_641,CHEMBL3634579,0.704918
2pog,2pog_ligand_similar_1127,CHEMBL3634575,0.669291
2pog,1qkt_ligand_similar_2109,CHEMBL305884,0.615385
2pog,1qkt_ligand_similar_722,CHEMBL1474406,0.753623
2pog,1qkt_ligand_similar_919,CHEMBL1088924,0.714286
2pog,1qkt_ligand_similar_2345,CHEMBL59092,0.607595
2pog,2pog_ligand_similar_1966,CHEMBL2297414,0.62931
2pog,1qkt_ligand_similar_1623,CHEMBL285885,0.638889
2pog,2pog_ligand_similar_1545,CHEMBL1689201,0.649254
2pog,2pog_ligand_similar_2270,CHEMBL20838,0.616541
2pog,2pog_ligand_similar_1361,CHEMBL385995,0.658915
2pog,1qkt_ligand_similar_2301,CHEMBL3304826,0.607595
2pog,1qkt_ligand_similar_1122,CHEMBL1397888,0.688312
2pog,2pog_ligand_similar_1058,CHEMBL3746835,0.672727
2pog,2pog_ligand_similar_1672,CHEMBL594573,0.643411
2pog,1qkt_ligand_similar_415,CHEMBL2385625,0.8125
2pog,1qkt_ligand_similar_1084,CHEMBL2385624,0.690141
2pog,1qkt_ligand_similar_1543,CHEMBL1258783,0.646341
2pog,2pog_ligand_similar_1208,CHEMBL3401940,0.663866
2pog,2pog_ligand_similar_1135,CHEMBL469444,0.669291
2pog,2pog_ligand_similar_488,CHEMBL4087163,0.724138
2pog,1qkt_ligand_similar_532,CHEMBL3558300,0.779412
2pog,2pog_ligand_similar_306,CHEMBL1706353,0.744
2pog,2pog_ligand_similar_1880,CHEMBL4081797,0.633588
2pog,1qkt_ligand_similar_1068,CHEMBL4091119,0.694444
2pog,2pog_ligand_similar_1805,CHEMBL3945251,0.637037
2pog,2pog_ligand_similar_2492,CHEMBL229790,0.607143
2pog,2pog_ligand_similar_2281,CHEMBL425670,0.615942
2pog,1qkt_ligand_similar_226,CHEMBL1627884,0.868852
2pog,1qkt_ligand_similar_2219,CHEMBL564684,0.611111
2pog,2pog_ligand_similar_6,CHEMBL1080978,0.907216
2pog,4mgd_ligand_similar_176,CHEMBL331494,0.604167
2pog,1qkt_ligand_similar_780,CHEMBL3099433,0.740741
2pog,2pog_ligand_similar_1539,CHEMBL3600408,0.649254
2pog,2pog_ligand_similar_1187,CHEMBL516930,0.664122
2pog,1qkt_ligand_similar_131,CHEMBL1627868,0.898305
2pog,1qkt_ligand_similar_542,CHEMBL1627860,0.779412
2pog,2pog_ligand_similar_2155,CHEMBL450694,0.621212
2pog,1qkt_ligand_similar_892,CHEMBL1627873,0.716216
2pog,1qkt_ligand_similar_211,CHEMBL1627872,0.868852
2pog,1qkt_ligand_similar_914,CHEMBL3261114,0.714286
2pog,4mgd_ligand_similar_180,CHEMBL123134,0.604167
2pog,1qkt_ligand_similar_906,CHEMBL1627875,0.716216
2pog,2pog_ligand_similar_572,CHEMBL451115,0.716667
2pog,2pog_ligand_similar_2364,CHEMBL3109360,0.612903
2pog,2pog_ligand_similar_1872,CHEMBL592764,0.634146
2pog,2pog_ligand_similar_1508,CHEMBL2007304,0.650794
2pog,2p15_ligand_similar_1,CHEMBL219585,1
2pog,2pog_ligand_similar_250,CHEMBL3752527,0.754386
2pog,2pog_ligand_similar_699,CHEMBL253465,0.702479
2pog,1qkt_ligand_similar_1011,CHEMBL119903,0.702703
2pog,1qkt_ligand_similar_576,CHEMBL1823787,0.779412
2pog,2pog_ligand_similar_784,CHEMBL180538,0.696
2pog,2pog_ligand_similar_1182,CHEMBL3415635,0.664122
2pog,2pog_ligand_similar_709,CHEMBL477779,0.701754
2pog,1qkt_ligand_similar_2016,CHEMBL221030,0.616279
2pog,1qkt_ligand_similar_1154,CHEMBL4061282,0.684932
2pog,1qkt_ligand_similar_526,CHEMBL2271438,0.783333
2pog,2pog_ligand_similar_2033,CHEMBL3582162,0.625899
2pog,1qkt_ligand_similar_1241,CHEMBL44970,0.672727
2pog,2pog_ligand_similar_2367,CHEMBL1975106,0.612903
2pog,2pog_ligand_similar_2531,CHEMBL595747,0.605839
2pog,2pog_ligand_similar_2347,CHEMBL1180605,0.613445
2pog,1qkt_ligand_similar_1477,CHEMBL595756,0.653333
2pog,2pog_ligand_similar_869,CHEMBL2260744,0.688073
2pog,1qkt_ligand_similar_660,CHEMBL216530,0.762712
2pog,1qkt_ligand_similar_2469,CHEMBL1971620,0.60274
2pog,2pog_ligand_similar_2179,CHEMBL2260736,0.619835
2pog,2p15_ligand_similar_73,CHEMBL2006092,0.641026
2pog,2qe4_ligand_similar_1368,CHEMBL597518,0.612403
2pog,2pog_ligand_similar_669,CHEMBL1631983,0.703125
2pog,2pog_ligand_similar_2097,CHEMBL74728,0.623932
2pog,2pog_ligand_similar_483,CHEMBL1224646,0.725
2pog,1qkt_ligand_similar_970,CHEMBL1476107,0.705882
2pog,2pog_ligand_similar_273,CHEMBL233062,0.75
2pog,2pog_ligand_similar_1958,CHEMBL3741078,0.62963
2pog,4mgd_ligand_similar_62,CHEMBL1939842,0.659091
2pog,1qkt_ligand_similar_1413,CHEMBL73964,0.657534
2pog,2pog_ligand_similar_944,CHEMBL2151594,0.682243
2pog,1qkt_ligand_similar_459,CHEMBL92212,0.796296
2pog,2qe4_ligand_similar_1611,CHEMBL1185907,0.601562
2pog,2p15_ligand_similar_77,CHEMBL1940835,0.636364
2pog,1qkt_ligand_similar_1834,CHEMBL470152,0.626506
2pog,2pog_ligand_similar_263,CHEMBL210800,0.752212
2pog,1qkt_ligand_similar_1536,CHEMBL1614648,0.646341
2pog,1qkt_ligand_similar_1494,CHEMBL512488,0.650794
2pog,1qkt_ligand_similar_2417,CHEMBL31258,0.605263
2pog,2pog_ligand_similar_821,CHEMBL2282045,0.692982
2pog,1qkt_ligand_similar_999,CHEMBL3286752,0.703125
2pog,1qkt_ligand_similar_134,CHEMBL1627919,0.898305
2pog,2pog_ligand_similar_822,CHEMBL2282043,0.692982
2pog,1qkt_ligand_similar_1971,CHEMBL2403357,0.616667
2pog,2pog_ligand_similar_1072,CHEMBL1259057,0.672269
2pog,1qkt_ligand_similar_396,CHEMBL1627920,0.815385
2pog,2pog_ligand_similar_1992,CHEMBL159448,0.627907
